2025 Federal Election House of Representatives Two Party Preferred By Polling Place [Event:31496 Phase:FinalResults Generated:2025-06-16T10:39:00 Cycle:194a421d-c559-4a18-a78a-90c7cf2acb4e Created:2025-06-16T10:36:42 Environment:PROD Site:CANBERRA Server:Internal Version:10.11.386.0]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Australian Labor Party Votes,Australian Labor Party Percentage,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,TotalVotes,Swing
NSW,144,Reid,81809,Silverwater (Reid),268,69.25,119,30.75,387,1.22
NSW,144,Reid,108898,Special Hospital Team 1,36,43.9,46,56.1,82,-9.27
NSW,144,Reid,109641,Special Hospital Team 2,32,43.84,41,56.16,73,-9.89
NSW,144,Reid,1545,Strathfield,707,59.76,476,40.24,1183,5.56
NSW,144,Reid,1546,Strathfield Central,424,50.84,410,49.16,834,5.79
NSW,144,Reid,1547,Strathfield North,1094,61.32,690,38.68,1784,7.19
NSW,144,Reid,1548,Strathfield South (Reid),690,62.67,411,37.33,1101,5.83
NSW,144,Reid,1549,Strathfield West,512,43.87,655,56.13,1167,3.17
NSW,144,Reid,108384,Ultimo (Reid),14,58.33,10,41.67,24,-20.62
NSW,144,Reid,97583,Ultimo REID PPVC,167,79.9,42,20.1,209,5.43
NSW,144,Reid,46751,Wentworth Point,955,64.66,522,35.34,1477,8.15
NSW,144,Reid,97938,Wentworth Point North,1145,69.48,503,30.52,1648,0.89
NSW,144,Reid,108880,West Ryde REID PPVC,170,55.37,137,44.63,307,-0.17
NSW,144,Reid,108385,Wynyard (Reid),34,70.83,14,29.17,48,12.94
NSW,144,Reid,65246,Wynyard REID PPVC,430,66.56,216,33.44,646,9.86
NSW,145,Richmond,2044,Ballina (Richmond),1303,64.99,702,35.01,2005,1.49
NSW,145,Richmond,2045,Ballina East,726,62.26,440,37.74,1166,11.15
NSW,145,Richmond,83038,Ballina North,243,58.98,169,41.02,412,-5.95
NSW,145,Richmond,65236,Ballina RICHMOND PPVC,6490,56.44,5009,43.56,11499,2.28
NSW,145,Richmond,2047,Ballina West,357,54.67,296,45.33,653,2.63
NSW,145,Richmond,2399,Bangalow,1029,77.84,293,22.16,1322,6.67
NSW,145,Richmond,31668,Banora Point,540,59.93,361,40.07,901,2.59
NSW,145,Richmond,31672,Banora Point North,509,53.08,450,46.92,959,-2.2
NSW,145,Richmond,2400,Banora Point South,847,58.37,604,41.63,1451,1.63
NSW,145,Richmond,83938,Banora Point West,673,58.98,468,41.02,1141,2.16
NSW,145,Richmond,2402,Bilambil,508,58.46,361,41.54,869,1.48
NSW,145,Richmond,2403,Billinudgel,164,71,67,29,231,-1.49
NSW,145,Richmond,2404,Bogangar,467,61.69,290,38.31,757,0.88
NSW,145,Richmond,2407,Brunswick Heads,917,74.92,307,25.08,1224,5.93
NSW,145,Richmond,2408,Burringbar,308,61.85,190,38.15,498,-6.78
NSW,145,Richmond,2409,Byron Bay,888,74.12,310,25.88,1198,0.63
NSW,145,Richmond,33760,Byron Bay PPVC,4740,73.31,1726,26.69,6466,0.22
NSW,145,Richmond,11917,Byron Bay South,405,77.14,120,22.86,525,3.58
NSW,145,Richmond,83039,Casuarina,493,55.46,396,44.54,889,3.07
NSW,145,Richmond,83279,Casuarina PPVC,4019,53.25,3529,46.75,7548,1.23
NSW,145,Richmond,2412,Chillingham,83,52.2,76,47.8,159,0.14
NSW,145,Richmond,2413,Chinderah,332,61.82,205,38.18,537,1.12
NSW,145,Richmond,2416,Coorabell,324,73.47,117,26.53,441,2.62
NSW,145,Richmond,2418,Crabbes Creek,218,65.86,113,34.14,331,-2.29
NSW,145,Richmond,2419,Crystal Creek,150,50.17,149,49.83,299,1.49
NSW,145,Richmond,2422,Dungay,212,54.78,175,45.22,387,5.64
NSW,145,Richmond,2425,Durrumbul,157,73.71,56,26.29,213,-2.83
NSW,145,Richmond,65601,EAV Richmond PPVC,5,45.45,6,54.55,11,-9.1
NSW,145,Richmond,2427,Eureka,294,73.68,105,26.32,399,0.65
NSW,145,Richmond,2428,Ewingsdale,129,72.88,48,27.12,177,1.18
NSW,145,Richmond,2430,Fernleigh,96,64.43,53,35.57,149,-1.95
NSW,145,Richmond,2438,Hastings Point,185,59.49,126,40.51,311,-4.43
NSW,145,Richmond,2440,Kingscliff,622,58.51,441,41.49,1063,3.84
NSW,145,Richmond,58461,Kingscliff South,513,59.03,356,40.97,869,0.49
NSW,145,Richmond,2442,Lennox Head,1311,67.65,627,32.35,1938,1.69
NSW,145,Richmond,98063,Lismore RICHMOND PPVC,251,70.11,107,29.89,358,70.11
NSW,145,Richmond,2454,Mullumbimby,1275,73.36,463,26.64,1738,3.17
NSW,145,Richmond,83040,Mullumbimby South,634,73.64,227,26.36,861,3.11
NSW,145,Richmond,2457,Murwillumbah,527,64.11,295,35.89,822,1.09
NSW,145,Richmond,2455,Murwillumbah East,220,62.15,134,37.85,354,2.29
NSW,145,Richmond,33762,Murwillumbah PPVC,3821,57.78,2792,42.22,6613,0.65
NSW,145,Richmond,2405,Murwillumbah West,637,60.26,420,39.74,1057,1.43
NSW,145,Richmond,2459,Newrybar,250,60.24,165,39.76,415,0.97
NSW,145,Richmond,11918,Ocean Shores,1199,71.93,468,28.07,1667,5.64
NSW,145,Richmond,83041,Ocean Shores North,673,76.05,212,23.95,885,4.23
NSW,145,Richmond,83042,Pottsville,432,59.1,299,40.9,731,2.98
NSW,145,Richmond,2462,Pottsville Beach,565,63.84,320,36.16,885,4.61
NSW,145,Richmond,83211,Skennars Head,356,68.73,162,31.27,518,12.46
NSW,145,Richmond,108457,Special Hospital Team 1,50,41.67,70,58.33,120,-15.32
NSW,145,Richmond,108933,Special Hospital Team 2,136,58.62,96,41.38,232,1.53
NSW,145,Richmond,109194,Special Hospital Team 3,38,67.86,18,32.14,56,10.72
NSW,145,Richmond,109195,Special Hospital Team 4,79,52.67,71,47.33,150,-4.41
NSW,145,Richmond,109196,Special Hospital Team 5,85,50.9,82,49.1,167,-6.24
NSW,145,Richmond,2465,Stokers Siding,184,61.33,116,38.67,300,-1.38
NSW,145,Richmond,38336,Suffolk Park,632,78.41,174,21.59,806,3.11
NSW,145,Richmond,2466,Terranora,483,47.03,544,52.97,1027,0.22
NSW,145,Richmond,2468,Tintenbar,290,55.03,237,44.97,527,-0.25
NSW,145,Richmond,94025,Tumbulgum,247,61.44,155,38.56,402,7.07
NSW,145,Richmond,2472,Tweed Heads,454,59.35,311,40.65,765,0.81
NSW,145,Richmond,83043,Tweed Heads Central,367,60.96,235,39.04,602,5.03
NSW,145,Richmond,33761,Tweed Heads RICHMOND PPVC,4847,52.32,4418,47.68,9265,2.28
NSW,145,Richmond,2473,Tweed Heads South,709,59.03,492,40.97,1201,-2.75
NSW,145,Richmond,65963,Tweed Heads South PPVC,3365,51.37,3185,48.63,6550,4.94
NSW,145,Richmond,34348,Tweed Heads West,660,57.09,496,42.91,1156,3.83
NSW,145,Richmond,2474,Tyalgum,238,56.53,183,43.47,421,-3.67
NSW,145,Richmond,2475,Uki,417,68.14,195,31.86,612,0.7
NSW,145,Richmond,2476,Wilsons Creek,138,75.41,45,24.59,183,-4.48
NSW,250,Riverina,1242,Adelong,112,29.71,265,70.29,377,-12.42
NSW,250,Riverina,1244,Ardlethan,75,32.33,157,67.67,232,7.42
NSW,250,Riverina,1245,Ariah Park,44,18.64,192,81.36,236,0.46
NSW,250,Riverina,1246,Ashmont,390,51.38,369,48.62,759,4.8
NSW,250,Riverina,1247,Batlow,163,42.78,218,57.22,381,-24.32
NSW,250,Riverina,902,Bigga,41,40.59,60,59.41,101,4.14
NSW,250,Riverina,2155,Billimari,26,16.77,129,83.23,155,-2.66
NSW,250,Riverina,1250,Binalong,96,43.84,123,56.16,219,-1.73
NSW,250,Riverina,903,Binda,61,35.06,113,64.94,174,1.73
NSW,250,Riverina,904,Boorowa,337,39.05,526,60.95,863,1.34
NSW,250,Riverina,1255,Bowning,70,43.48,91,56.52,161,-5.59
NSW,250,Riverina,1260,Caragabal,13,12.87,88,87.13,101,-9.99
NSW,250,Riverina,109778,Charles Sturt,148,43.66,191,56.34,339,0.71
NSW,250,Riverina,910,Collector,88,46.07,103,53.93,191,-10.38
NSW,250,Riverina,769,Collingullie,31,19.14,131,80.86,162,-3.24
NSW,250,Riverina,1261,Coolac,46,30.07,107,69.93,153,3.89
NSW,250,Riverina,1262,Coolamon,315,31.34,690,68.66,1005,2.69
NSW,250,Riverina,1263,Cootamundra,205,39.05,320,60.95,525,-0.6
NSW,250,Riverina,58572,Cootamundra PPVC,1113,34.4,2122,65.6,3235,-4.01
NSW,250,Riverina,1265,Cootamundra West,201,39.26,311,60.74,512,-3.63
NSW,250,Riverina,912,Cowra,366,41.26,521,58.74,887,-1.82
NSW,250,Riverina,948,Cowra North,216,40.83,313,59.17,529,-1.14
NSW,250,Riverina,33867,Cowra PPVC,1341,31.5,2916,68.5,4257,-4.13
NSW,250,Riverina,913,Cowra West,163,28.45,410,71.55,573,-2.93
NSW,250,Riverina,915,Crookwell,441,36.36,772,63.64,1213,-1.88
NSW,250,Riverina,919,Dalton,63,39.62,96,60.38,159,-3.88
NSW,250,Riverina,65475,EAV Riverina PPVC,4,44.44,5,55.56,9,2.77
NSW,250,Riverina,108726,Estella,359,44.43,449,55.57,808,1.33
NSW,250,Riverina,1270,Euberta,39,29.77,92,70.23,131,4.37
NSW,250,Riverina,1272,Forest Hill,339,41.24,483,58.76,822,0.09
NSW,250,Riverina,1274,Ganmain,119,28.95,292,71.05,411,0.92
NSW,250,Riverina,32486,Glenfield Park,641,43.25,841,56.75,1482,2.68
NSW,250,Riverina,2196,Gooloogong,33,23.57,107,76.43,140,-3.17
NSW,250,Riverina,123443,Goulburn RIVERINA PPVC,412,37.94,674,62.06,1086,-4.57
NSW,250,Riverina,931,Grabben Gullen,53,24.88,160,75.12,213,-8.3
NSW,250,Riverina,1275,Greenethorpe,30,23.62,97,76.38,127,-1.38
NSW,250,Riverina,1276,Grenfell,295,25.99,840,74.01,1135,-1.42
NSW,250,Riverina,1279,Gundagai,278,35.82,498,64.18,776,-7.48
NSW,250,Riverina,1280,Gundagai South,107,40.68,156,59.32,263,-11.04
NSW,250,Riverina,933,Gundaroo,414,61.52,259,38.48,673,-6.95
NSW,250,Riverina,934,Gunning,214,41.15,306,58.85,520,-5.3
NSW,250,Riverina,1281,Harden,102,30.09,237,69.91,339,-8.57
NSW,250,Riverina,1283,Illabo,12,12.24,86,87.76,98,-4.28
NSW,250,Riverina,1284,Jugiong,32,24.24,100,75.76,132,-1.69
NSW,250,Riverina,1285,Junee,255,36.53,443,63.47,698,4.17
NSW,250,Riverina,97986,Junee PPVC,588,28.38,1484,71.62,2072,-4.62
NSW,250,Riverina,33857,Kapooka PPVC,80,50.63,78,49.37,158,-0.45
NSW,250,Riverina,800,Khancoban,62,37.35,104,62.65,166,-10.59
NSW,250,Riverina,939,Koorawatha,34,24.82,103,75.18,137,-5.85
NSW,250,Riverina,1289,Kooringal,655,46.59,751,53.41,1406,0.43
NSW,250,Riverina,1315,Kooringal North,167,49.26,172,50.74,339,11.32
NSW,250,Riverina,1291,Ladysmith,41,20.3,161,79.7,202,-1.61
NSW,250,Riverina,940,Laggan,61,24.4,189,75.6,250,-2.52
NSW,250,Riverina,1292,Lake Albert,592,37.66,980,62.34,1572,1.23
NSW,250,Riverina,97983,Lake Albert South,63,31.5,137,68.5,200,1.24
NSW,250,Riverina,807,Lockhart,154,29.62,366,70.38,520,6.4
NSW,250,Riverina,1295,Mangoplah,26,18.57,114,81.43,140,3.85
NSW,250,Riverina,1296,Marrar,66,25.29,195,74.71,261,0.55
NSW,250,Riverina,946,Morongla Creek,20,14.29,120,85.71,140,2.53
NSW,250,Riverina,1300,Mount Austin,434,46.77,494,53.23,928,1.41
NSW,250,Riverina,949,Murringo,49,33.56,97,66.44,146,-3.19
NSW,250,Riverina,1301,Murrumbateman,801,57.83,584,42.17,1385,1.33
NSW,250,Riverina,1302,Murrumburrah,205,38.75,324,61.25,529,-4.75
NSW,250,Riverina,1304,Nangus,30,28.04,77,71.96,107,-2.34
NSW,250,Riverina,109236,Other Mobile Team 1,15,35.71,27,64.29,42,-5.37
NSW,250,Riverina,123917,Other Mobile Team 2,9,31.03,20,68.97,29,-9.57
NSW,250,Riverina,123937,Other Mobile Team 3,5,33.33,10,66.67,15,-7.27
NSW,250,Riverina,123939,Other Mobile Team 4,9,45,11,55,20,2.14
NSW,250,Riverina,824,Pleasant Hills,11,8.87,113,91.13,124,-8.61
NSW,250,Riverina,1309,Quandialla,26,27.08,70,72.92,96,7.08
NSW,250,Riverina,38317,RAAF Wagga Wagga PPVC,92,44.88,113,55.12,205,-3.36
NSW,250,Riverina,829,Rosewood,17,11.56,130,88.44,147,-26.54
NSW,250,Riverina,959,Rye Park,64,42.67,86,57.33,150,-4.48
NSW,250,Riverina,108977,Special Hospital Team 1,20,24.39,62,75.61,82,-12.6
NSW,250,Riverina,109359,Special Hospital Team 3,149,39.31,230,60.69,379,2.49
NSW,250,Riverina,109360,Special Hospital Team 4,33,34.02,64,65.98,97,-2.84
NSW,250,Riverina,123966,Special Hospital Team 5,117,45.53,140,54.47,257,8.73
NSW,250,Riverina,123997,Special Hospital Team 6,37,48.05,40,51.95,77,11.21
NSW,250,Riverina,1314,Stockinbingal,41,31.3,90,68.7,131,6.64
NSW,250,Riverina,32915,Sutton (Riverina),200,50.76,194,49.24,394,-3.57
NSW,250,Riverina,1316,Talbingo,27,42.86,36,57.14,63,-17.9
NSW,250,Riverina,969,Taralga,100,29.41,240,70.59,340,-7.71
NSW,250,Riverina,1317,Tarcutta,49,20.5,190,79.5,239,-3.62
NSW,250,Riverina,1318,Tatton,474,37.15,802,62.85,1276,1.08
NSW,250,Riverina,1319,Temora,172,23.47,561,76.53,733,-1.97
NSW,250,Riverina,97987,Temora PPVC,505,21.88,1803,78.12,2308,-0.36
NSW,250,Riverina,12075,Temora West,72,21.69,260,78.31,332,-7.62
NSW,250,Riverina,837,The Rock,138,25.41,405,74.59,543,-2.75
NSW,250,Riverina,1321,Tolland,232,45.94,273,54.06,505,1.02
NSW,250,Riverina,842,Tumbarumba,364,38.2,589,61.8,953,-13.9
NSW,250,Riverina,1323,Tumblong,25,20.33,98,79.67,123,-1.57
NSW,250,Riverina,1324,Tumut,254,41.85,353,58.15,607,-16.33
NSW,250,Riverina,11950,Tumut East,153,45.13,186,54.87,339,-16.41
NSW,250,Riverina,65490,Tumut PPVC,1712,37.64,2836,62.36,4548,-15.08
NSW,250,Riverina,1326,Turvey Park,580,50.7,564,49.3,1144,1.77
NSW,250,Riverina,1327,Uranquinty,145,39.19,225,60.81,370,0.87
NSW,250,Riverina,1328,Wagga Wagga,488,47.52,539,52.48,1027,-4.9
NSW,250,Riverina,1331,Wagga Wagga North,360,35.19,663,64.81,1023,-2.89
NSW,250,Riverina,109782,Wagga Wagga North PPVC,2710,35.7,4881,64.3,7591,-2.49
NSW,250,Riverina,33860,Wagga Wagga PPVC,2365,38.42,3791,61.58,6156,0.32
NSW,250,Riverina,1340,Wagga Wagga South,324,44.81,399,55.19,723,-1.6
NSW,250,Riverina,97988,Wagga Wagga South PPVC,2125,36.42,3709,63.58,5834,-3.2
NSW,250,Riverina,1333,Wallendbeen,39,39,61,61,100,-1.71
NSW,250,Riverina,977,Wombat,31,24.22,97,75.78,128,-7.25
NSW,250,Riverina,978,Woodstock,98,36.43,171,63.57,269,7.06
NSW,250,Riverina,1338,Yass,179,56.83,136,43.17,315,-5.21
NSW,250,Riverina,98143,Yass Central,439,51.47,414,48.53,853,-7.35
NSW,250,Riverina,11951,Yass North,187,54.52,156,45.48,343,-11.9
NSW,250,Riverina,46471,Yass PPVC,2209,46.56,2535,53.44,4744,-8.19
NSW,250,Riverina,853,Yerong Creek,30,20.41,117,79.59,147,-6.49
NSW,250,Riverina,980,Young,395,34.89,737,65.11,1132,0.08
NSW,250,Riverina,982,Young North,103,36.27,181,63.73,284,-2.83
NSW,250,Riverina,36439,Young PPVC,1900,31.6,4113,68.4,6013,0.87
NSW,250,Riverina,11952,Young South,114,35.85,204,64.15,318,-4.28
NSW,146,Robertson,2586,Avoca Beach,1153,67.98,543,32.02,1696,13.69
NSW,146,Robertson,2588,Booker Bay,281,51.94,260,48.06,541,4.98
NSW,146,Robertson,2589,Copacabana,818,66.94,404,33.06,1222,7.33
NSW,146,Robertson,2590,Davistown,581,57.24,434,42.76,1015,14.52
NSW,146,Robertson,65594,EAV Robertson PPVC,13,65,7,35,20,3.1
NSW,146,Robertson,2591,Empire Bay,989,60.82,637,39.18,1626,9.7
NSW,146,Robertson,2592,Erina,740,59.15,511,40.85,1251,9.78
NSW,146,Robertson,83504,Erina Central,639,55.76,507,44.24,1146,8.15
NSW,146,Robertson,2593,Erina Heights (Robertson),337,53.83,289,46.17,626,7.33
NSW,146,Robertson,83862,Erina ROBERTSON PPVC,7503,53.34,6563,46.66,14066,7.49
NSW,146,Robertson,2594,Ettalong,760,66.26,387,33.74,1147,8.37
NSW,146,Robertson,83513,Ettalong Central,631,65.05,339,34.95,970,10
NSW,146,Robertson,2597,Gosford,510,67.28,248,32.72,758,3.71
NSW,146,Robertson,2598,Gosford East,965,59.02,670,40.98,1635,3.8
NSW,146,Robertson,2604,Gosford North,501,67.61,240,32.39,741,5.24
NSW,146,Robertson,31134,Gosford ROBERTSON PPVC,5103,60.53,3328,39.47,8431,5.96
NSW,146,Robertson,83558,Gosford West,663,67.11,325,32.89,988,10.28
NSW,146,Robertson,33075,Green Point,581,59.04,403,40.96,984,11.94
NSW,146,Robertson,2621,Hardys Bay,585,72.85,218,27.15,803,9.53
NSW,146,Robertson,2605,Kariong,864,57.11,649,42.89,1513,3.53
NSW,146,Robertson,83499,Kariong East,516,59.58,350,40.42,866,4.17
NSW,146,Robertson,2606,Kincumber,1154,62.08,705,37.92,1859,7.66
NSW,146,Robertson,31699,Kincumber Central,694,62.75,412,37.25,1106,11.67
NSW,146,Robertson,596,Kulnura,106,41.57,149,58.43,255,7.44
NSW,146,Robertson,2610,Mangrove Mountain,122,43.11,161,56.89,283,5.8
NSW,146,Robertson,2611,Mooney Mooney,164,62.84,97,37.16,261,4.37
NSW,146,Robertson,2612,Mount White,96,58.18,69,41.82,165,8.75
NSW,146,Robertson,11919,Narara South,749,62.89,442,37.11,1191,7.45
NSW,146,Robertson,32594,Niagara Park (Robertson),1086,66.58,545,33.42,1631,8.71
NSW,146,Robertson,2618,Peats Ridge,145,41.43,205,58.57,350,3.56
NSW,146,Robertson,2620,Point Clare,776,66.04,399,33.96,1175,8.17
NSW,146,Robertson,2622,Saratoga,759,55.04,620,44.96,1379,7.03
NSW,146,Robertson,2623,Somersby,236,41.99,326,58.01,562,7.26
NSW,146,Robertson,108813,Special Hospital Team 1,133,57.58,98,42.42,231,10.89
NSW,146,Robertson,109288,Special Hospital Team 2,97,52.15,89,47.85,186,5.3
NSW,146,Robertson,109296,Special Hospital Team 3,67,41.61,94,58.39,161,-5.14
NSW,146,Robertson,2624,Spencer,94,57.67,69,42.33,163,4.34
NSW,146,Robertson,2625,Springfield,699,62.52,419,37.48,1118,7.35
NSW,146,Robertson,2626,Terrigal,690,61.28,436,38.72,1126,8.6
NSW,146,Robertson,620,Terrigal Lagoon,781,51.82,726,48.18,1507,5.79
NSW,146,Robertson,83538,Terrigal South,281,53.12,248,46.88,529,9.21
NSW,146,Robertson,33077,Terrigal West,681,52.71,611,47.29,1292,9.24
NSW,146,Robertson,2629,Umina,805,64.35,446,35.65,1251,6.75
NSW,146,Robertson,31701,Umina Beach,669,66.43,338,33.57,1007,11.98
NSW,146,Robertson,2628,Umina Central,762,65.75,397,34.25,1159,4.89
NSW,146,Robertson,109330,Umina PPVC,1555,61.22,985,38.78,2540,6.46
NSW,146,Robertson,2615,Umina West,823,69.98,353,30.02,1176,8.71
NSW,146,Robertson,618,Wamberal (Robertson),437,53.55,379,46.45,816,4.01
NSW,146,Robertson,2631,Woy Woy,765,71.97,298,28.03,1063,8.36
NSW,146,Robertson,31708,Woy Woy PPVC,8233,62.01,5044,37.99,13277,7.25
NSW,146,Robertson,2596,Woy Woy South,750,70.42,315,29.58,1065,8.44
NSW,146,Robertson,2633,Woy Woy West,468,64.91,253,35.09,721,8.99
NSW,146,Robertson,31960,Wyoming (Robertson),484,66.39,245,33.61,729,6.22
NSW,146,Robertson,97759,Wyong ROBERTSON PPVC,396,54.47,331,45.53,727,-0.95
NSW,148,Shortland,46408,Adamstown Heights (Shortland),229,68.15,107,31.85,336,8.83
NSW,148,Shortland,324,Argenton,419,70.78,173,29.22,592,2.13
NSW,148,Shortland,2683,Belmont,168,60.43,110,39.57,278,4.82
NSW,148,Shortland,2684,Belmont Central,671,63.36,388,36.64,1059,5.45
NSW,148,Shortland,2685,Belmont North,563,63.62,322,36.38,885,0.09
NSW,148,Shortland,83453,Belmont SHORTLAND PPVC,5947,57.14,4460,42.86,10407,4.95
NSW,148,Shortland,2687,Belmont West,321,62.82,190,37.18,511,6.56
NSW,148,Shortland,2688,Blacksmiths,365,62.18,222,37.82,587,2.95
NSW,148,Shortland,58671,Blue Haven SHORTLAND PPVC,1614,55.93,1272,44.07,2886,9.98
NSW,148,Shortland,581,Budgewoi,645,59.34,442,40.66,1087,6.32
NSW,148,Shortland,12051,Budgewoi Central,643,60.95,412,39.05,1055,7.91
NSW,148,Shortland,582,Buff Point,677,60.55,441,39.45,1118,8.48
NSW,148,Shortland,333,Cardiff,1227,65.47,647,34.53,1874,3.45
NSW,148,Shortland,82081,Cardiff Heights (Shortland),281,67.55,135,32.45,416,2.56
NSW,148,Shortland,336,Cardiff North,743,71.65,294,28.35,1037,8.18
NSW,148,Shortland,337,Cardiff South,936,65.92,484,34.08,1420,2.14
NSW,148,Shortland,2690,Caves Beach,458,58.72,322,41.28,780,3.59
NSW,148,Shortland,12050,Chain Valley Bay,364,60.67,236,39.33,600,7.2
NSW,148,Shortland,2691,Charlestown,859,68.23,400,31.77,1259,4.85
NSW,148,Shortland,2692,Charlestown East,874,67.02,430,32.98,1304,6.11
NSW,148,Shortland,46502,Charlestown SHORTLAND PPVC,7594,62.73,4512,37.27,12106,5.31
NSW,148,Shortland,2693,Charlestown South,821,67.91,388,32.09,1209,6.91
NSW,148,Shortland,2694,Dudley,687,67.29,334,32.71,1021,4.84
NSW,148,Shortland,65534,EAV Shortland PPVC,12,66.67,6,33.33,18,0
NSW,148,Shortland,82110,Edgeworth SHORTLAND PPVC,870,62.95,512,37.05,1382,6.09
NSW,148,Shortland,344,Eleebana,1294,57.95,939,42.05,2233,6.43
NSW,148,Shortland,2695,Floraville,750,59.57,509,40.43,1259,4.38
NSW,148,Shortland,348,Garden Suburb,667,65.91,345,34.09,1012,3.99
NSW,148,Shortland,2696,Gateshead,500,68.78,227,31.22,727,2.75
NSW,148,Shortland,350,Glendale,665,70.52,278,29.48,943,8.59
NSW,148,Shortland,590,Gwandalan,779,57.11,585,42.89,1364,9.28
NSW,148,Shortland,11938,Hillsborough,598,66.89,296,33.11,894,6.09
NSW,148,Shortland,2700,Jewells,761,61.97,467,38.03,1228,5.5
NSW,148,Shortland,2701,Kahibah,907,69.13,405,30.87,1312,8.1
NSW,148,Shortland,97653,Kanwal SHORTLAND PPVC,266,59.38,182,40.63,448,9.8
NSW,148,Shortland,46411,Kotara South (Shortland),318,69.43,140,30.57,458,10.24
NSW,148,Shortland,597,Lake Munmorah,765,59.3,525,40.7,1290,11.24
NSW,148,Shortland,109222,Lake Munmorah PPVC,2043,53.55,1772,46.45,3815,5.13
NSW,148,Shortland,600,Mannering Park,590,62.63,352,37.37,942,8.97
NSW,148,Shortland,2706,Marks Point,423,59.49,288,40.51,711,1.18
NSW,148,Shortland,109512,Mayfield SHORTLAND PPVC,130,62.5,78,37.5,208,6.91
NSW,148,Shortland,11982,Mount Hutton,942,60.93,604,39.07,1546,0.28
NSW,148,Shortland,65202,Newcastle SHORTLAND PPVC,250,65.1,134,34.9,384,-0.31
NSW,148,Shortland,2715,Nords Wharf,220,55.28,178,44.72,398,8.12
NSW,148,Shortland,2717,Redhead,862,61.05,550,38.95,1412,5.58
NSW,148,Shortland,608,San Remo,822,64.27,457,35.73,1279,4.5
NSW,148,Shortland,109209,Special Hospital Team 1,156,66.95,77,33.05,233,12.57
NSW,148,Shortland,109544,Special Hospital Team 2,117,68.82,53,31.18,170,14.19
NSW,148,Shortland,367,Speers Point,971,61.57,606,38.43,1577,5.05
NSW,148,Shortland,11636,Summerland Point,576,58.06,416,41.94,992,9.97
NSW,148,Shortland,2718,Swansea,295,61.84,182,38.16,477,6.24
NSW,148,Shortland,31659,Swansea Central,637,60.32,419,39.68,1056,1.94
NSW,148,Shortland,109569,Swansea PPVC,3884,57.5,2871,42.5,6755,4.56
NSW,148,Shortland,123985,Toronto SHORTLAND PPVC,334,60.29,220,39.71,554,7.15
NSW,148,Shortland,374,Valentine,901,59.04,625,40.96,1526,6.28
NSW,148,Shortland,83443,Valentine West,383,57.08,288,42.92,671,11.47
NSW,148,Shortland,97806,Wallsend SHORTLAND PPVC,774,68.5,356,31.5,1130,4.37
NSW,148,Shortland,376,Warners Bay,1057,60.5,690,39.5,1747,7.7
NSW,148,Shortland,377,Warners Bay Central,501,64.23,279,35.77,780,5.63
NSW,148,Shortland,32802,Warners Bay North,685,58.2,492,41.8,1177,5.71
NSW,148,Shortland,2722,Whitebridge,458,63.52,263,36.48,721,1.51
NSW,148,Shortland,2723,Windale,886,76.12,278,23.88,1164,3.72
NSW,148,Shortland,97835,Wyong SHORTLAND PPVC,202,61.96,124,38.04,326,7.63
NSW,149,Sydney,1433,Alexandria,867,86.79,132,13.21,999,2.29
NSW,149,Sydney,83843,Alexandria South,1217,86.62,188,13.38,1405,2.99
NSW,149,Sydney,2741,Balmain Central,1447,80.03,361,19.97,1808,7.46
NSW,149,Sydney,2731,Balmain East,720,78.01,203,21.99,923,6.4
NSW,149,Sydney,82983,Beaconsfield,605,74.23,210,25.77,815,3.61
NSW,149,Sydney,2733,Birchgrove,1135,78.71,307,21.29,1442,8.73
NSW,149,Sydney,83735,Birchgrove East,632,78.8,170,21.2,802,1.45
NSW,149,Sydney,108992,Bondi Junction SYDNEY PPVC,346,69.34,153,30.66,499,-2.12
NSW,149,Sydney,2735,Camperdown,512,87.52,73,12.48,585,0.69
NSW,149,Sydney,2736,Camperdown South (Sydney),1183,91.56,109,8.44,1292,1.37
NSW,149,Sydney,1441,Darlington,1279,90.71,131,9.29,1410,0.04
NSW,149,Sydney,82984,Darlington Central,530,82.68,111,17.32,641,-1.85
NSW,149,Sydney,97564,Eastlakes SYDNEY PPVC,1892,69.87,816,30.13,2708,5.74
NSW,149,Sydney,65468,EAV Sydney PPVC,30,73.17,11,26.83,41,3.78
NSW,149,Sydney,1444,Erskineville,1901,88.09,257,11.91,2158,-0.58
NSW,149,Sydney,82985,Erskineville North,1321,91.04,130,8.96,1451,3.77
NSW,149,Sydney,2740,Forest Lodge,1350,85.77,224,14.23,1574,2.51
NSW,149,Sydney,2742,Glebe,950,85.35,163,14.65,1113,3.5
NSW,149,Sydney,2743,Glebe East,613,83.63,120,16.37,733,5.75
NSW,149,Sydney,2744,Glebe North,608,82.95,125,17.05,733,2.3
NSW,149,Sydney,97595,Glebe SYDNEY PPVC,4645,81.16,1078,18.84,5723,2.77
NSW,149,Sydney,2768,Glebe West,706,82.38,151,17.62,857,1.73
NSW,149,Sydney,46533,Haymarket SYDNEY PPVC,5732,75.65,1845,24.35,7577,1.11
NSW,149,Sydney,97562,Kings Cross SYDNEY PPVC,474,79.53,122,20.47,596,5.97
